# hanzi	pinyin	HSK level (HSK 3.0 standard, public list)
贪玩儿	tānwánr	7
贫困	pínkùn	6
贫富	pínfù	7
贫穷	pínqióng	7
贬值	biǎnzhí	7
购	gòu	7
购买	gòu mǎi	4
购物	gòuwù	4
贯彻	guànchè	7
贯穿	guànchuān	7
贯通	guàntōng	7
贱	jiàn	7
贴	tiē	4
贴切	tiēqiè	7
贴近	tiējìn	7
贵	guì	1
贵宾	guìbīn	7
贵族	guìzú	7
贵重	guìzhòng	7
贷款	dàikuǎn	5
贸易	màoyì	5
费	fèi	3
费劲	fèijìn	7
费用	fèi yòng	3
贺信	hèxìn	7
贺卡	hè kǎ	5
贺电	hèdiàn	7
贼	zéi	7
贿赂	huìlù	7
资产	zīchǎn	5
资助	zīzhù	5
资料	zīliào	4
资本	zīběn	5
资格	zīgé	3
资源	zīyuán	4
资金	zījīn	3
赋予	fùyǔ	7
赌	dǔ	6
赌博	dǔbó	6
赎	shú	7
赏	shǎng	4
赐	cì	7
赐教	cìjiào	7
赔	péi	5
赔偿	péicháng	5
赔钱	péiqián	7
赖	lài	6
赚	zhuàn	6
赚钱	zhuànqián	6
赛	sài	6
赛场	sàichǎng	6
赛跑	sàipǎo	7
赛车	sàichē	7
赞不绝口	zànbùjuékǒu	7
赞助	zànzhù	4
赞叹	zàntàn	7
赞叹不已	zàntànbùyǐ	7
赞同	zàntóng	7
赞成	zànchéng	4
赞扬	zànyáng	7
赞美	zànměi	7
赞许	zànxǔ	7
赞赏	zàn shǎng	4
赠	zèng	5
赠送	zèngsòng	5
赡养	shànyǎng	7
赢	yíng	3
赢家	yíngjiā	7
赢得	yíng dé	4
赤字	chìzì	7
赫然	hèrán	7
走	zǒu	1
走开	zǒu kāi	2
走私	zǒusī	6
走路	zǒu lù	1
走过	zǒu guò	2
走进	zǒu jìn	2
赴	fù	7
赶	gǎn	3
赶上	gǎnshàng	6
赶不上	gǎnbúshàng	6
赶到	gǎn dào	3
赶往	gǎnwǎng	7
赶忙	gǎnmáng	6
赶快	gǎnkuài	3
赶紧	gǎnjǐn	3
赶赴	gǎnfù	7
起	qǐ	1
起伏	qǐfú	7
起初	qǐchū	7
起到	qǐ dào	5
起劲	qǐjìn	7
起床	qǐchuáng	1
起来	qǐlái	1
起步	qǐbù	7
起源	qǐyuán	7
起点	qǐdiǎn	6
起码	qǐmǎ	5
起程	qǐchéng	7
起草	qǐcǎo	7
起诉	qǐsù	6
起跑线	qǐpǎoxiàn	7
起飞	qǐfēi	2
趁	chèn	7
趁早	chènzǎo	7
趁机	chènjī	7
趁着	chènzhe	7
超	chāo	6
超出	chāochū	6
超前	chāoqián	7
超市	chāoshì	2
超标	chāobiāo	7
超级	chāojí	3
超越	chāoyuè	5
超车	chāochē	7
超过	chāoguò	2
超速	chāosù	7
越	yuè	2
越发	yuèfā	7
越来越	yuè lái yuè	2
越过	yuèguò	7
趋于	qūyú	7
趋势	qūshì	4
趟	tàng	6
趣味	qùwèi	7
足	zú	6
足以	zúyǐ	6
足够	zú gòu	3
足球	zú qiú	3
趴	pā	7
跌	diē	6
跑	pǎo	1
跑步	pǎobù	3
跑车	pǎochē	7
跑道	pǎodào	7
跑龙套	pǎolóngtào	7
距	jù	7
距离	jùlí	4
跟	gēn	1
跟上	gēnshàng	7
跟不上	gēnbushàng	7
跟前	gēnqián	5
跟踪	gēnzōng	7
跟随	gēnsuí	5
跨	kuà	6
跨国	kuàguó	7
跨越	kuàyuè	7
跪	guì	6
路	lù	1
路上	lù shàng	1
路人	lùrén	7
路况	lùkuàng	7
路口	lù kǒu	1
路子	lùzi	7
路段	lùduàn	7
路灯	lùdēng	7
路程	lùchéng	7
路线	lù xiàn	3
路边	lù biān	2
路过	lùguò	6
路途	lùtú	7
路面	lùmiàn	7
跳	tiào	3
跳伞	tiàosǎn	7
跳动	tiàodòng	7
跳槽	tiàocáo	7
跳水	tiàoshuǐ	6
跳舞	tiàowǔ	3
跳跃	tiàoyuè	7
跳远	tiào yuǎn	3
跳高	tiào gāo	3
踊跃	yǒngyuè	7
踏	tà	6
踏上	tàshàng	7
踏实	tāshi	6
踢	tī	6
踩	cǎi	6
蹦	bèng	7
蹬	dēng	7
蹭	cèng	7
蹲	dūn	6
身上	shēn shàng	1
身不由己	shēnbùyóujǐ	7
身价	shēnjià	7
身份	shēnfèn	4
身份证	shēn fèn zhèng	3
身体	shēntǐ	1
身子	shēnzi	7
身影	shēnyǐng	7
身心	shēnxīn	7
身材	shēncái	4
身躯	shēnqū	7
身边	shēn biān	2
身高	shēn gāo	4
躲	duǒ	5
躲藏	duǒcáng	7
躲避	duǒbì	7
躺	tǎng	4
车	chē	1
车上	chē shàng	1
车主	chē zhǔ	5
车位	chēwèi	7
车厢	chēxiāng	7
车号	chēhào	6
车型	chēxíng	7
车展	chēzhǎn	6
车牌	chēpái	6
车票	chē piào	1
车祸	chēhuò	7
车站	chē zhàn	1
车轮	chēlún	7
车轴	chēzhóu	7
车辆	chē liàng	2
车速	chēsù	7
车道	chēdào	7
车间	chējiān	7
轨迹	guǐjì	7
轨道	guǐdào	6
转	zhuàn	3
转动	zhuǎn dòng	4
转化	zhuǎn huà	5
转变	zhuǎnbiàn	3
转向	zhuǎn xiàng	5
转告	zhuǎngào	4
转弯	zhuǎn wān	4
转换	zhuǎn huàn	5
转移	zhuǎnyí	4
转让	zhuǎnràng	5
转身	zhuǎn shēn	4
轮	lún	4
轮子	lún zi	4
轮廓	lúnkuò	7
轮换	lúnhuàn	7
轮椅	lún yǐ	4
轮流	lúnliú	7
轮胎	lúntāi	7
轮船	lúnchuán	4
软	ruǎn	5
软件	ruǎnjiàn	5
软实力	ruǎnshílì	7
软弱	ruǎnruò	7
轰	hōng	7
轰动	hōngdòng	7
轰炸	hōngzhà	7
轻	qīng	2
轻型	qīngxíng	7
轻微	qīngwēi	7
轻易	qīngyì	4
轻松	qīngsōng	4
轻而易举	qīng'éryìjǔ	7
轻蔑	qīngmiè	7
载体	zàitǐ	7
轿车	jiàochē	7
较	jiào	3
较劲	jiàojìn	7
较量	jiàoliàng	7
辅助	fǔzhù	5
辅导	fǔdǎo	7
辆	liàng	2
辈	bèi	5
辉煌	huīhuáng	7
辐射	fúshè	7
输	shū	3
输入	shūrù	3
输出	shū chū	5
输家	shūjiā	7
输液	shūyè	7
输血	shūxuè	7
输送	shūsòng	7
辛勤	xīnqín	7
辛苦	xīnkǔ	5
辛酸	xīnsuān	7
辜负	gūfù	7
辞	cí	7
辞典	cí diǎn	5
辞去	cíqù	7
辞呈	cíchéng	7
辞职	cízhí	5
辞退	cítuì	7
辣	là	4
辣椒	làjiāo	7
辨别	biànbié	7
辨认	biànrèn	7
辩	biàn	7
辩护	biànhù	7
辩解	biànjiě	7
辩论	biànlùn	4
辫子	biànzi	7
边	biān	2
边境	biānjìng	5
边界	biānjiè	7
边疆	biānjiāng	7
边远	biānyuǎn	7
辽阔	liáokuò	7
达到	dádào	3
达成	dáchéng	5
达标	dábiāo	7
迁	qiān	7
迁就	qiānjiù	7
迁移	qiānyí	7
迄今	qìjīn	7
迄今为止	qìjīnwéizhǐ	7
迅速	xùnsù	4
过	guò	1
过不去	guòbuqù	7
过于	guòyú	5
过关	guòguān	7
过分	guòfèn	4
过剩	guòshèng	7
过半	guòbàn	7
过去	guò qù	2
过后	guòhòu	6
过境	guòjìng	7
过失	guòshī	7
过头	guòtóu	7
过奖	guòjiǎng	7
过年	guò nián	2
过度	guòdù	5
过往	guòwǎng	7
过意不去	guòyìbúqù	7
过敏	guòmǐn	5
过日子	guòrìzi	7
过早	guòzǎo	7
过时	guòshí	6
过期	guòqī	7
过来	guò lái	2
过渡	guòdù	6
过滤	guòlǜ	7
过瘾	guòyǐn	7
过硬	guòyìng	7
过程	guòchéng	3
过节	guòjié	7
过道	guòdào	7
过错	guòcuò	7
迈	mài	7
迈进	màijìn	7
迎	yíng	7
迎合	yínghé	7
迎接	yíngjiē	3
迎来	yínglái	6
运	yùn	5
运作	yùnzuò	6
运动	yùndòng	2
运动会	yùn dòng huì	4
运动员	yùn dòng yuán	4
运气	yùnqi	4
运河	yùnhé	7
运用	yùnyòng	4
运营	yùnyíng	7
运行	yùnxíng	5
运转	yùnzhuǎn	7
运输	yùnshū	3
运送	yùnsòng	7
近	jìn	2
近代	jìndài	4
近年来	jìnniánlái	7
近日	jìnrì	6
近期	jìn qī	3
近来	jìnlái	5
近视	jìnshì	6
返回	fǎn huí	5
返还	fǎnhuán	7
还	hái	1
还原	huányuán	7
还是	háishi	1
还有	hái yǒu	1
还款	huánkuǎn	7
这	zhè	1
这么	zhè me	2
这些	zhè xiē	1
这会儿	zhèhuìr	7
这儿	zhèr	1
这就是说	zhèjiùshìshuō	6
这时候	zhè shí hòu	2
这样	zhè yàng	2
这样一来	zhèyàngyìlái	7
这边	zhè biān	1
这里	zhè lǐ	1
进	jìn	1
进一步	jìn yí bù	3
进修	jìnxiū	7
进入	jìn rù	2
进出	jìnchū	7
进出口	jìnchūkǒu	7
进化	jìnhuà	5
进去	jìn qù	1
进口	jìnkǒu	4
进场	jìnchǎng	7
进展	jìnzhǎn	3
进度	jìndù	7
进攻	jìngōng	6
进来	jìn lái	1
进步	jìnbù	3
进程	jìnchéng	7
进而	jìn'ér	7
进行	jìnxíng	2
远	yuǎn	1
远处	yuǎn chù	5
远方	yuǎnfāng	6
远离	yuǎnlí	6
远程	yuǎnchéng	7
远见	yuǎnjiàn	7
远近闻名	yuǎnjìnwénmíng	7
远远	yuǎnyuǎn	6
违反	wéifǎn	5
违法	wéi fǎ	5
违章	wéizhāng	7
违约	wéiyuē	7
违背	wéibèi	7
违规	wéi guī	5
连	lián	3
连任	liánrèn	7
连夜	liányè	7
连忙	liánmáng	3
连接	lián jiē	5
连滚带爬	liángǔndàipá	7
连续	liánxù	3
连续剧	lián xù jù	3
连绵	liánmián	7
连锁	liánsuǒ	7
连锁店	liánsuǒdiàn	7
迟	chí	5
迟到	chídào	4
迟早	chízǎo	7
迟疑	chíyí	7
迟迟	chíchí	7
迫不及待	pòbùjídài	7
迫使	pòshǐ	7
迫切	pòqiè	4
迫害	pòhài	7
迭起	diéqǐ	7
迷	mí	3
迷人	mírén	5
迷信	míxìn	5
迷失	míshī	7
迷恋	míliàn	7
迷惑	míhuò	7
迷惑不解	míhuòbùjiě	7
迷路	mílù	7
迹象	jìxiàng	7
追	zhuī	3
追求	zhuīqiú	4
追究	zhuījiū	6
退	tuì	3
退休	tuìxiū	3
退休金	tuìxiūjīn	7
退出	tuì chū	3
退却	tuìquè	7
退回	tuìhuí	7
退学	tuìxué	7
退役	tuìyì	7
退票	tuìpiào	6
退缩	tuìsuō	7
退让	tuìràng	7
送	sòng	1
送别	sòngbié	7
送到	sòng dào	2
送礼	sònglǐ	6
送给	sòng gěi	2
送行	sòngxíng	6
适合	shìhé	3
适宜	shìyí	7
适应	shìyìng	3
适度	shìdù	7
适当	shìdàng	6
适时	shìshí	7
适用	shì yòng	3
适量	shìliàng	7
逃	táo	5
逃亡	táowáng	7
逃生	táoshēng	7
逃走	táo zǒu	5
逃跑	táo pǎo	5
逃避	táobì	7
逆	nì	7
选	xuǎn	2
选举	xuǎnjǔ	6
选修	xuǎn xiū	5
选手	xuǎnshǒu	3
选拔	xuǎnbá	6
选择	xuǎnzé	4
选民	xuǎnmín	7
选用	xuǎnyòng	7
选项	xuǎnxiàng	7
逊色	xùnsè	7
透	tòu	4
透彻	tòuchè	7
透支	tòuzhī	7
透明	tòumíng	4
透气	tòuqì	7
透过	tòuguò	7
透露	tòulù	6
逐年	zhúnián	7
逐步	zhúbù	4
逐渐	zhújiàn	4
递	dì	5
递交	dìjiāo	7
递给	dì gěi	5
途中	tú zhōng	4
途径	tújìng	6
逗	dòu	7
通	tōng	2
通俗	tōngsú	7
通信	tōng xìn	3
通告	tōnggào	7
通宵	tōngxiāo	7
通常	tōngcháng	3
通往	tōngwǎng	7
通报	tōngbào	6
通用	tōngyòng	5
通畅	tōngchàng	7
通知	tōngzhī	2
通知书	tōng zhī shū	4
通红	tōnghóng	6
通缉	tōngjī	7
通行	tōngxíng	6
通行证	tōngxíngzhèng	7
通讯	tōngxùn	6
通话	tōnghuà	6
通车	tōngchē	7
通过	tōngguò	2
通通	tōngtōng	7
通道	tōngdào	6
通顺	tōngshùn	7
通风	tōngfēng	7
逛	guàng	4
逝世	shìshì	7
逞强	chěngqiáng	7
逞能	chěngnéng	7
速度	sùdù	3
造	zào	3
造价	zàojià	7
造假	zàojiǎ	7
造型	zàoxíng	4
造就	zàojiù	7
造成	zàochéng	3
造福	zàofú	7
造纸术	zàozhǐshù	7
逢	féng	7
逮	dǎi	7
逮捕	dàibǔ	7
逻辑	luóji	5
逼真	bīzhēn	7
逼近	bījìn	7
逼迫	bīpò	7
逾期	yúqī	7
遂心	suìxīn	7
遇	yù	4
遇上	yùshang	7
遇到	yùdào	4
遇见	yù jiàn	4
遇险	yùxiǎn	7
遇难	yùnàn	7
遍	biàn	2
遍布	biànbù	7
遏制	èzhì	7
道	dào	2
道具	dàojù	7
道德	dàodé	5
道教	dàojiào	6
道歉	dàoqiàn	6
道理	dàolǐ	2
道路	dào lù	2
遗产	yíchǎn	4
遗传	yíchuán	4
遗体	yítǐ	7
遗嘱	yízhǔ	7
遗址	yízhǐ	7
遗弃	yíqì	7
遗忘	yíwàng	7
遗愿	yíyuàn	7
遗憾	yíhàn	6
遗物	yíwù	7
遗留	yíliú	7
遛	liù	7
遥控	yáokòng	7
遥远	yáoyuǎn	7
遭到	zāodào	6
遭受	zāoshòu	6
遭殃	zāoyāng	7
遭遇	zāoyù	6
遮	zhē	7
遮盖	zhēgài	7
遵守	zūnshǒu	5
避	bì	4
避免	bìmiǎn	4
避暑	bìshǔ	7
避难	bìnàn	7
邀	yāo	7
邀请	yāoqǐng	5
那	nà	1
那么	nà me	2
那些	nà xiē	1
那会儿	nà huìr	2
那儿	nàr	1
那时候	nà shí hòu	2
那样	nà yàng	2
那边	nà biān	1
那里	nà lǐ	1
邪	xié	7
邪恶	xié'è	7
邮件	yóu jiàn	3
邮局	yóujú	4
邮政	yóuzhèng	7
邮票	yóu piào	3
邮箱	yóu xiāng	3
邮编	yóubiān	7
邻国	línguó	7
邻居	línjū	5
郊区	jiāoqū	5
郊外	jiāowài	7
郊游	jiāoyóu	7
郑重	zhèngzhòng	7
部	bù	3
部件	bùjiàn	7
部位	bùwèi	5
部分	bùfen	2
部署	bùshǔ	7
部长	bù zhǎng	3
部门	bùmén	3
部队	bùduì	6
都	dōu	1
都会	dūhuì	7
都市	dūshì	6
鄙视	bǐshì	7
配	pèi	3
配件	pèijiàn	7
配偶	pèi'ǒu	7
配合	pèihé	3
配备	pèibèi	5
配套	pèitào	5
配置	pèizhì	6
配送	pèisòng	7
配音	pèiyīn	7
酒	jiǔ	2
酒吧	jiǔbā	4
酒店	jiǔ diàn	2
酒楼	jiǔlóu	7
酒水	jiǔshuǐ	6
酒精	jiǔjīng	7
酒鬼	jiǔ guǐ	5
酗酒	xùjiǔ	7
酝酿	yùnniàng	7
酣畅	hānchàng	7
酣睡	hānshuì	7
酥	sū	7
酱	jiàng	6
酱油	jiàngyóu	6
酷	kù	6
酷似	kùsì	7
酸	suān	4
酸奶	suān nǎi	4
酸甜苦辣	suān tián kǔ là	5
酿造	niàngzào	7
醇厚	chúnhòu	7
醉	zuì	5
醋	cù	6
醒	xǐng	4
醒悟	xǐngwù	7
醒来	xǐnglái	7
醒目	xǐngmù	7
采	cǎi	7
采取	cǎiqǔ	3
采用	cǎi yòng	3
采矿	cǎikuàng	7
采纳	cǎinà	6
采访	cǎifǎng	4
采购	cǎigòu	5
采集	cǎijí	7
释放	shìfàng	7
里	lǐ	1
里头	li tou	2
里程碑	lǐchéngbēi	7
里边	lǐ biān	1
里面	lǐ miàn	3
重	zhòng	1
重中之重	zhòngzhōngzhīzhòng	7
重任	zhòngrèn	7
重伤	zhòngshāng	7
重创	zhòngchuāng	7
重叠	chóngdié	7
重合	chónghé	7
重型	zhòngxíng	7
重复	chóngfù	2
重大	zhòngdà	3
重建	chóngjiàn	6
重心	zhòngxīn	7
重播	chóngbō	7
重新	chóngxīn	2
重点	zhòngdiǎn	2
重现	chóngxiàn	7
重申	chóngshēn	7
重组	chóngzǔ	6
重要	zhòngyào	1
重视	zhòngshì	2
重返	chóngfǎn	7
重量	zhòngliàng	4
重量级	zhòngliàngjí	7
野	yě	6
野兽	yěshòu	7
野外	yěwài	7
野心	yěxīn	7
野炊	yěchuī	7
野生	yěshēng	6
野营	yěyíng	7
野蛮	yěmán	7
野餐	yěcān	7
量	liàng	4
金	jīn	3
金子	jīnzi	7
金字塔	jīnzìtǎ	7
金属	jīnshǔ	7
金牌	jīn pái	3
金融	jīnróng	6
金钱	jīnqián	6
金额	jīn'é	6
鉴于	jiànyú	7
鉴别	jiànbié	7
鉴定	jiàndìng	6
鉴赏	jiànshǎng	7
针	zhēn	4
针对	zhēnduì	4
针灸	zhēnjiǔ	7
针锋相对	zhēnfēngxiāngduì	7
钉	dìng	7
钉子	dīngzi	7
钓鱼	diàoyú	7
钙	gài	7
钞票	chāopiào	7
钟	zhōng	3
钟头	zhōngtóu	6
钢	gāng	7
钢琴	gāng qín	5
钢笔	gāng bǐ	5
钥匙	yàoshi	7
钦佩	qīnpèi	7
钩	gōu	7
钩子	gōuzi	7
钱	qián	1
钱包	qián bāo	1
钱财	qiáncái	7
钳子	qiánzi	7
钻	zuàn	6
铁	tiě	3
铁路	tiě lù	3
铃	líng	5
铃声	líng shēng	5
铅	qiān	7
铅笔	qiānbǐ	6
铜	tóng	7
铜牌	tóngpái	6
铝	lǚ	7
铭记	míngjì	7
铲	chǎn	7
铲子	chǎnzi	7
银	yín	3
银幕	yínmù	7
银牌	yín pái	3
银行	yínháng	2
银行卡	yín háng kǎ	2
铺	pū	6
铺路	pūlù	7
销	xiāo	7
销售	xiāoshòu	4
销毁	xiāohuǐ	7
销量	xiāoliàng	7
锁	suǒ	5
锁定	suǒdìng	7
锅	guō	5
锈	xiù	7
错	cuò	1
错位	cuòwèi	7
错别字	cuòbiézì	7
错综复杂	cuòzōngfùzá	7
错觉	cuòjué	7
错误	cuòwù	3
错过	cuòguò	6
锡	xī	7
锤子	chuízi	7
锦旗	jǐnqí	7
键	jiàn	5
键盘	jiànpán	5
锯	jù	7
锻炼	duànliàn	4
镇	zhèn	6
镇定	zhèndìng	7
镜头	jìngtóu	4
镜子	jìngzi	4
镶	xiāng	7
镶嵌	xiāngqiàn	7
长	cháng	2
长久	chángjiǔ	6
长假	chángjià	6
长城	Chángchéng	3
长处	cháng chù	3
长大	zhǎng dà	2
长寿	cháng shòu	5
长度	cháng dù	5
长征	chángzhēng	7
长效	chángxiào	7
长期	cháng qī	3
长期以来	chángqīyǐlái	7
长相	zhǎngxiàng	7
长短	chángduǎn	6
长足	chángzú	7
长跑	chángpǎo	6
长辈	zhǎngbèi	7
长达	chángdá	7
长远	chángyuǎn	6
长途	chángtú	4
门	mén	1
门口	mén kǒu	1
门当户对	méndānghùduì	7
门槛	ménkǎn	7
门票	mén piào	1
门诊	mén zhěn	5
门路	ménlù	7
门铃	ménlíng	7
闪	shǎn	4
闪烁	shǎnshuò	7
闪电	shǎndiàn	4
闭幕	bì mù	5
闭幕式	bì mù shì	5
问	wèn	1
问世	wènshì	7
问候	wènhòu	4
问卷	wènjuàn	7
问路	wèn lù	2
问题	wèntí	2
闯	chuǎng	5
闲	xián	5
间	jiān	1
间接	jiànjiē	5
间断	jiànduàn	7
间谍	jiàndié	7
间隔	jiàngé	7
间隙	jiànxì	7
闷	mēn	7
闸	zhá	7
闹	nào	4
闹事	nàoshì	7
闹着玩儿	nàozhewánr	7
闹钟	nào zhōng	4
闺女	guīnü	7
闻	wén	2
闻名	wénmíng	7
阀门	fámén	7
阅历	yuèlì	7
阅览室	yuè lǎn shì	5
阅读	yuèdú	4
阎王	Yánwang	7
阐述	chǎnshù	7
阔	kuò	6
阔绰	kuòchuò	7
队	duì	2
队伍	duìwu	6
队员	duì yuán	3
队形	duìxíng	7
队长	duì zhǎng	2
防	fáng	3
防卫	fángwèi	7
防守	fángshǒu	6
防御	fángyù	7
防护	fánghù	7
防止	fángzhǐ	3
防汛	fángxùn	7
防治	fángzhì	5
防火墙	fánghuǒqiáng	7
防疫	fángyì	7
防盗	fángdào	7
防盗门	fángdàomén	7
防范	fángfàn	6
阳光	yángguāng	3
阳台	yángtái	4
阳性	yángxìng	7
阴	yīn	2
阴天	yīn tiān	2
阴影	yīnyǐng	6
阴性	yīnxìng	7
阴暗	yīn'àn	7
阴谋	yīnmóu	6
阵	zhèn	4
阵容	zhènróng	7
阵营	zhènyíng	7
阶层	jiēcéng	7
阶梯	jiētī	7
阶段	jiēduàn	4
阶级	jiējí	7
阻止	zǔzhǐ	4
阻碍	zǔ'ài	5
阿姨	āyí	3
阿拉伯语	Ālābóyǔ	6
附	fù	7
附件	fùjiàn	5
附加	fùjiā	7
附和	fùhè	7
附属	fùshǔ	7
附带	fùdài	7
附近	fùjìn	4
陆军	lùjūn	6
陆地	lùdì	4
陆续	lùxù	4
陈列	chénliè	7
陈旧	chénjiù	7
陈述	chénshù	7
陌生	mòshēng	7
降	jiàng	4
降临	jiànglín	7
降价	jiàng jià	4
降低	jiàngdī	4
降温	jiàng wēn	4
降落	jiàngluò	4
限	xiàn	7
限于	xiànyú	7
限制	xiànzhì	4
限定	xiàndìng	7
限度	xiàndù	7
陡	dǒu	7
院	yuàn	2
院士	yuànshì	7
院子	yuàn zi	2
院长	yuàn zhǎng	2
除	chú	6
除了	chúle	3
除去	chúqù	7
除夕	chúxī	5
除外	chúwài	7
除此之外	chúcǐzhīwài	7
除非	chúfēi	5
陨石	yǔnshí	7
险	xiǎn	6
陪	péi	5
陪伴	péibàn	7
陪同	péitóng	6
陪葬	péizàng	7
陶冶	táoyě	7
陶瓷	táocí	7
陶醉	táozuì	7
陷	xiàn	7
陷入	xiànrù	6
陷阱	xiànjǐng	7
隆重	lóngzhòng	7
随	suí	3
随便	suíbiàn	2
随即	suíjí	7
随后	suí hòu	5
随处可见	suíchùkějiàn	7
随大溜	suídàliù	7
随心所欲	suíxīnsuǒyù	7
随意	suíyì	5
随手	suíshǒu	4
随时	suíshí	2
随时随地	suíshísuídì	7
随机	suíjī	7
随着	suízhe	5
随身	suíshēn	7
隐形	yǐnxíng	7
隐性	yǐnxìng	7
隐患	yǐnhuàn	7
隐情	yǐnqíng	7
隐瞒	yǐnmán	7
隐私	yǐnsī	6
隐约	yǐnyuē	7
隐蔽	yǐnbì	7
隐藏	yǐncáng	6
隐身	yǐnshēn	7
隔	gé	4
隔壁	gébì	5
隔开	gé kāi	4
隔离	gélí	7
隔阂	géhé	7
障碍	zhàng'ài	6
隧道	suìdào	7
难	nán	1
难为情	nánwéiqíng	7
难以	nán yǐ	5
难以想象	nányǐxiǎngxiàng	7
难以置信	nányǐzhìxìn	7
难免	nánmiǎn	4
难关	nánguān	7
难受	nánshòu	2
难听	nán tīng	2
难堪	nánkān	7
难处	nánchu	7
难度	nán dù	3
难得	nándé	5
难得一见	nándéyíjiàn	7
难忘	nánwàng	6
难怪	nánguài	7
难点	nándiǎn	7
难看	nán kàn	2
难说	nánshuō	7
难过	nánguò	2
难道	nándào	3
难题	nán tí	2
雄伟	xióngwěi	5
雄厚	xiónghòu	7
集	jí	6
集中	jízhōng	3
集会	jíhuì	7
集体	jítǐ	3
集合	jíhé	4
集团	jítuán	5
集结	jíjié	7
集装箱	jízhuāngxiāng	7
集资	jízī	7
集邮	jíyóu	7
雇	gù	7
雇主	gùzhǔ	7
雇佣	gùyōng	7
雇员	gùyuán	7
雕	diāo	7
雕刻	diāokè	7
雕塑	diāosù	7
雨	yǔ	1
雨水	yǔ shuǐ	5
雨衣	yǔyī	6
雪	xuě	2
雪上加霜	xuěshàngjiāshuāng	7
雪山	xuěshān	7
零	líng	1
零下	líng xià	2
零件	língjiàn	7
零售	língshòu	7
零花钱	línghuāqián	7
零钱	língqián	7
零食	língshí	4
雷同	léitóng	7
雾	wù	7
需	xū	7
需求	xūqiú	3
需要	xūyào	3
震	zhèn	7
震动	zhèndòng	7
震惊	zhènjīng	5
震撼	zhènhàn	7
霍乱	huòluàn	7
霜	shuāng	7
露	lòu	6
露天	lùtiān	7
露面	lòumiàn	7
霸占	bàzhàn	7
霸道	bàdào	6
青	qīng	5
青少年	qīngshàonián	2
青年	qīng nián	2
青春	qīngchūn	4
青春期	qīngchūnqī	7
青蛙	qīngwā	7
静	jìng	3
静止	jìngzhǐ	7
非	fēi	4
非凡	fēifán	7
非常	fēicháng	1
非得	fēiděi	7
非法	fēifǎ	7
靠	kào	2
靠近	kào jìn	5
面	miàn	2
面临	miànlín	4
面前	miàn qián	2
面包	miànbāo	1
面向	miànxiàng	6
面子	miànzi	5
面对	miànduì	3
面对面	miànduìmiàn	6
面条儿	miàn tiáor	1
面目全非	miànmùquánfēi	7
面积	miànjī	3
面粉	miànfěn	7
面红耳赤	miànhóng'ěrchì	7
面试	miàn shì	4
面貌	miànmào	5
面部	miànbù	7
面面俱到	miànmiànjùdào	7
革命	gémìng	7
革新	géxīn	6
靴子	xuēzi	7
靶子	bǎzi	7
鞋	xié	2
鞠躬	jūgōng	7
鞭炮	biānpào	7
鞭策	biāncè	7
韧性	rènxìng	7
音乐	yīnyuè	2
音乐会	yīn yuè huì	2
音像	yīnxiàng	6
音响	yīnxiǎng	7
音节	yīn jié	2
音量	yīnliàng	6
韵味	yùnwèi	7
页	yè	1
顶	dǐng	4
顶多	dǐngduō	7
顶尖	dǐngjiān	7
顶级	dǐngjí	7
项	xiàng	4
项目	xiàngmù	4
项链	xiàngliàn	7
顺	shùn	6
顺从	shùncóng	7
顺便	shùnbiàn	7
顺其自然	shùnqízìrán	7
顺利	shùnlì	2
顺势	shùnshì	7
顺差	shùnchā	7
顺序	shùnxù	4
顺应	shùnyìng	7
顺心	shùnxīn	7
顺手	shùnshǒu	7
顺理成章	shùnlǐchéngzhāng	7
顺畅	shùnchàng	7
顺着	shùnzhe	7
顺路	shùnlù	7
须	xū	7
顽固	wángù	7
顽强	wánqiáng	6
顽皮	wánpí	6
顾	gù	6
顾不上	gùbushàng	7
顾不得	gùbude	7
顾全大局	gùquándàjú	7
顾及	gùjí	7
顾客	gùkè	2
顾虑	gùlǜ	7
顾问	gùwèn	5
顿	dùn	3
顿时	dùnshí	7
颁发	bānfā	6
颁奖	bānjiǎng	7
颁布	bānbù	6
预习	yùxí	3
预兆	yùzhào	7
预先	yùxiān	7
预告	yùgào	7
预售	yùshòu	7
预备	yù bèi	5
预定	yùdìng	7
预感	yùgǎn	7
预报	yùbào	3
预料	yùliào	7
预期	yùqī	5
预测	yù cè	4
预示	yùshì	7
预算	yùsuàn	7
预约	yùyuē	6
预见	yùjiàn	7
预言	yùyán	7
预计	yù jì	3
预订	yùdìng	4
预赛	yùsài	7
预防	yùfáng	3
领	lǐng	3
领事	lǐngshì	7
领事馆	lǐngshìguǎn	7
领会	lǐnghuì	7
领先	lǐngxiān	3
领养	lǐngyǎng	7
领军	lǐngjūn	7
领取	lǐngqǔ	6
领土	lǐngtǔ	7
领域	lǐngyù	7
领导	lǐngdǎo	3
领带	lǐng dài	5
领悟	lǐngwù	7
领略	lǐnglüè	7
领袖	lǐngxiù	6
领队	lǐngduì	7
颇	pō	7
颈部	jǐngbù	7
频率	pínlǜ	7
频繁	pínfán	5
频道	píndào	5
频频	pínpín	7
颓废	tuífèi	7
颗	kē	5
题	tí	2
题材	tícái	5
题目	tímù	3
颜色	yánsè	2
额外	éwài	7
颠倒	diāndǎo	7
颠覆	diānfù	7
颤抖	chàndǒu	7
